11 22 2016,750.05,738.99,753.91,733.27,9.48,1.50
11 21 2016,738.99,729.67,740.60,728.08,7.20,1.28
11 20 2016,729.67,752.90,757.00,712.02,13.91,-3.09
11 19 2016,752.90,753.97,759.99,740.01,6.04,-0.14
11 18 2016,753.97,740.67,756.94,734.50,6.96,1.80
11 17 2016,740.67,744.98,762.41,735.00,14.89,-0.58
11 16 2016,744.99,712.17,747.49,710.13,17.95,4.61
11 15 2016,712.17,707.43,720.01,707.40,7.94,0.67
11 14 2016,707.43,708.13,709.00,699.00,6.01,0.47
10 31 2016,704.09,702.55,706.00,688.00,10.56,0.22
10 30 2016,702.55,714.51,716.61,697.77,12.20,-1.67
10 29 2016,714.51,693.47,723.99,692.28,15.28,3.03
10 28 2016,693.47,688.67,695.02,681.59,10.10,0.70
10 27 2016,688.67,678.70,690.62,676.69,12.93,1.47
10 26 2016,678.70,659.52,685.61,658.46,11.69,2.91
10 25 2016,659.52,654.65,670.00,652.65,5.52,0.74
10 24 2016,654.65,659.03,659.03,654.01,5.70,-0.66
10 23 2016,659.03,664.99,671.40,656.04,5.73,-0.90
10 22 2016,664.99,636.73,670.98,635.06,10.09,4.44
10 21 2016,636.73,632.46,639.00,632.00,7.22,0.68
10 20 2016,632.46,631.77,633.61,628.00,3.34,0.11
10 19 2016,631.77,638.68,643.90,627.84,8.99,-1.10
10 18 2016,638.80,639.79,641.65,632.93,6.09,-0.15
10 17 2016,639.79,644.18,644.56,637.77,5.02,-0.68
10 16 2016,644.17,640.20,645.80,639.82,2.39,0.62
10 15 2016,640.20,643.00,645.69,637.91,2.40,-0.44
10 14 2016,643.00,637.01,645.40,636.72,6.64,0.94
10 13 2016,637.01,637.63,643.67,636.38,5.01,-0.10
10 12 2016,637.63,641.87,644.07,637.26,3.85,-0.64
10 11 2016,641.74,618.87,645.98,618.06,12.53,3.70
10 10 2016,618.87,616.56,620.00,615.91,3.09,0.37
10 09 2016,616.56,620.50,620.91,614.43,2.74,-0.63
10 08 2016,620.50,620.13,622.87,617.91,3.11,0.06
10 07 2016,620.13,613.51,621.17,613.00,4.85,1.08
10 06 2016,613.51,614.09,615.90,612.68,3.08,-0.09
10 05 2016,614.09,610.71,617.28,610.00,3.41,0.51
10 04 2016,610.98,612.67,614.00,609.63,4.01,-0.26
10 03 2016,612.57,609.09,613.22,608.93,3.28,0.57
10 02 2016,609.09,614.09,614.21,607.01,4.97,-0.81
10 01 2016,614.09,611.10,616.87,611.10,1.90,0.49
09 30 2016,611.10,604.60,612.92,604.25,2.36,1.08
09 29 2016,604.60,603.76,607.77,603.18,3.14,0.14
09 28 2016,603.76,605.53,605.77,603.13,2.05,-0.29
09 27 2016,605.53,609.14,609.91,602.01,3.20,-0.59
09 26 2016,609.14,600.36,610.00,599.88,3.11,1.46
09 25 2016,600.36,602.55,603.60,597.63,1.39,-0.36
09 24 2016,602.55,603.29,605.80,601.49,0.94,-0.12
09 23 2016,603.29,597.08,603.99,595.95,1.96,1.04
09 22 2016,597.08,597.43,598.70,596.00,2.33,-0.06
09 21 2016,597.43,600.13,600.13,592.70,7.66,-0.44
09 20 2016,600.05,609.79,612.01,600.05,3.37,-1.60
09 19 2016,609.79,613.03,615.05,608.92,2.96,-0.53
09 18 2016,613.03,607.69,615.86,607.37,2.93,0.88
09 17 2016,607.69,610.01,610.56,605.00,3.57,-0.38
09 16 2016,610.01,611.81,614.22,609.54,3.70,-0.29
09 15 2016,611.81,613.88,617.30,611.00,4.38,-0.34
09 14 2016,613.88,614.23,617.38,612.01,5.93,-0.06
09 13 2016,614.23,611.62,618.00,610.00,7.27,0.43
09 12 2016,611.62,612.08,615.21,608.14,4.97,-0.08
09 11 2016,612.08,628.00,635.00,598.00,9.64,-2.54
09 10 2016,628.00,626.25,629.65,624.90,4.04,0.28
09 09 2016,626.25,631.73,633.45,621.26,4.27,-0.87
09 08 2016,631.73,619.75,636.16,617.78,8.27,1.93
09 07 2016,619.75,615.06,620.63,610.85,5.53,0.73
09 06 2016,615.23,611.50,616.70,609.77,3.09,0.61
09 05 2016,611.50,614.52,615.67,605.70,5.08,-0.49
09 04 2016,614.52,609.89,618.65,604.60,5.06,0.76
09 03 2016,609.89,579.85,612.43,576.04,8.21,5.18
09 02 2016,579.85,572.73,581.07,570.61,5.67,1.24
09 01 2016,572.73,576.15,577.98,571.50,3.62,-0.59
08 31 2016,576.15,579.49,579.49,572.74,3.51,-0.58
08 30 2016,579.49,574.78,580.15,574.17,3.20,0.82
08 29 2016,574.78,574.17,577.99,573.02,2.80,0.11
08 28 2016,574.17,568.55,574.37,568.30,1.52,0.99
08 27 2016,568.55,578.02,578.90,567.23,2.26,-1.64
08 26 2016,578.01,577.20,579.50,575.06,1.77,0.14
08 25 2016,577.20,580.32,581.14,574.01,3.57,-0.54
08 24 2016,580.32,583.54,586.88,580.00,5.05,-0.55
08 23 2016,583.54,588.01,590.69,581.12,4.80,-0.76
08 22 2016,588.01,581.42,589.99,581.42,4.62,1.13
08 21 2016,581.42,582.10,584.16,580.01,2.43,-0.10
08 20 2016,582.01,573.51,582.75,571.25,3.34,1.48
08 19 2016,573.50,572.33,577.17,570.82,2.93,0.23
08 18 2016,572.21,571.83,578.02,569.71,6.00,0.07
08 17 2016,571.83,574.17,577.94,569.01,5.03,-0.42
08 16 2016,574.24,564.64,579.00,564.00,6.22,1.70
08 15 2016,564.64,569.41,574.02,562.99,7.65,-0.84
08 14 2016,569.44,583.73,583.73,564.00,7.51,-2.45
08 13 2016,583.73,585.50,590.02,582.06,6.42,-0.30
08 12 2016,585.50,591.27,593.00,584.00,6.29,-0.98
08 11 2016,591.27,590.50,599.00,587.75,15.30,0.17
08 10 2016,590.28,604.10,614.50,579.00,21.35,-2.29
08 09 2016,604.10,604.10,604.10,604.10,-,0.00
08 08 2016,604.10,604.10,604.10,604.10,-,0.00
08 07 2016,604.10,604.10,604.10,604.10,-,0.00
08 06 2016,0.00,0.00,0.00,0.00,-,0.00
08 05 2016,0.00,0.00,0.00,0.00,-,0.00
08 04 2016,0.00,0.00,0.00,0.00,-,0.00
08 03 2016,0.00,0.00,0.00,0.00,-,-100.00
08 02 2016,604.00,608.29,615.26,595.00,48.65,-0.66
08 01 2016,607.99,622.70,627.32,605.01,31.43,-2.51
07 31 2016,623.67,654.99,655.12,621.26,33.26,-4.78
07 30 2016,654.99,658.34,660.45,651.85,8.09,-0.51
07 29 2016,658.34,656.97,660.44,654.54,9.23,0.59
07 27 2016,654.51,648.47,657.06,646.60,11.79,0.93
07 26 2016,648.47,654.17,657.59,640.59,20.36,-0.87
07 25 2016,654.17,661.82,664.39,650.00,14.84,-1.16
07 24 2016,661.82,654.03,664.10,650.52,14.02,1.19
07 23 2016,654.03,648.04,657.10,644.98,10.00,0.92
07 22 2016,648.04,665.01,668.00,639.97,27.84,-2.55
07 21 2016,665.01,665.85,668.00,657.58,10.70,-0.13
07 20 2016,665.85,675.00,676.00,661.26,12.85,-1.36
07 19 2016,675.00,674.30,676.64,666.32,10.95,0.10
07 18 2016,674.30,683.20,686.00,666.46,18.08,-1.30
07 17 2016,683.20,665.33,689.69,663.61,20.41,2.69
07 16 2016,665.33,665.50,669.59,659.13,5.92,-0.03
07 15 2016,665.50,659.78,669.56,658.16,9.47,0.87
07 14 2016,659.78,653.70,666.00,649.97,20.20,0.93
07 13 2016,653.70,667.07,669.87,652.52,17.54,-2.02
07 12 2016,667.19,647.95,678.01,645.60,30.22,2.97
07 11 2016,647.95,649.72,662.54,643.40,13.92,-0.27
07 10 2016,649.72,648.12,651.47,636.92,10.27,0.25
07 09 2016,648.11,664.80,664.80,623.99,46.88,-2.51
07 08 2016,664.80,640.51,666.60,633.97,32.88,3.79
07 07 2016,640.51,677.36,682.00,610.10,75.70,-5.40
07 06 2016,677.04,667.80,682.62,667.00,15.92,1.39
07 05 2016,667.76,681.34,682.70,659.25,17.40,-1.99
07 04 2016,681.34,659.29,684.20,644.46,23.52,3.34
07 03 2016,659.29,705.99,706.98,644.40,44.70,-6.49
07 02 2016,705.04,674.75,705.35,673.36,29.14,4.49
07 01 2016,674.75,674.74,690.58,667.62,41.62,0.00
06 30 2016,674.74,639.97,677.46,635.57,40.25,5.48
06 29 2016,639.68,646.61,646.61,621.95,33.26,-1.02
06 28 2016,646.30,662.20,664.25,632.95,35.75,-2.40
06 27 2016,662.20,627.42,662.20,617.29,46.01,5.54
06 26 2016,627.42,664.87,667.88,614.33,45.12,-5.63
06 25 2016,664.87,665.50,698.00,642.82,55.63,-0.18
06 24 2016,666.05,625.80,679.95,625.79,92.36,6.43
06 23 2016,625.80,605.58,638.22,555.58,122.98,3.26
06 22 2016,606.02,669.00,688.20,588.89,100.50,-9.40
06 21 2016,668.88,705.79,715.78,668.88,102.12,-10.08
06 20 2016,743.90,767.30,767.70,724.29,49.09,-3.05
06 19 2016,767.30,757.60,771.91,740.00,26.70,1.28
06 18 2016,757.60,748.66,789.71,721.56,66.95,1.19
06 17 2016,748.66,769.45,779.98,703.12,97.38,-2.70
06 16 2016,769.45,696.99,778.50,696.99,123.86,10.41
06 15 2016,696.88,684.51,699.13,669.21,34.04,1.81
06 14 2016,684.51,705.87,705.88,656.51,65.74,-3.03
06 13 2016,705.88,671.99,718.99,659.94,117.69,5.20
06 12 2016,671.00,614.62,685.00,606.98,116.40,9.19
06 11 2016,614.52,580.08,615.00,579.29,28.43,5.94
06 10 2016,580.08,575.52,582.42,572.50,16.17,0.79
06 09 2016,575.52,583.05,583.65,570.00,21.87,-1.29
06 08 2016,583.05,576.88,585.00,571.11,18.08,1.07
06 07 2016,576.88,585.22,592.08,561.30,36.12,-1.43
06 06 2016,585.22,574.01,588.50,574.00,27.45,1.95
06 05 2016,574.00,572.87,586.01,565.23,28.14,0.23
06 04 2016,572.67,570.87,593.67,561.50,39.12,0.32
06 03 2016,570.87,538.80,579.00,535.78,48.45,5.95
06 02 2016,538.80,536.79,543.74,532.38,16.88,0.37
06 01 2016,536.79,530.69,546.12,523.80,27.82,1.15
05 31 2016,530.69,532.89,546.50,518.00,49.88,-0.41
05 30 2016,532.89,531.00,548.37,521.11,32.60,0.36
05 29 2016,531.00,527.00,567.00,512.50,83.72,0.76
05 28 2016,527.01,472.00,541.01,471.00,74.36,11.65
05 27 2016,472.03,453.95,482.28,453.58,59.12,3.98
05 26 2016,453.95,449.09,454.70,446.01,9.52,1.09
05 25 2016,449.06,445.03,450.36,443.00,12.35,0.91
05 24 2016,445.03,443.51,447.83,442.39,8.33,0.31
05 23 2016,443.66,437.48,444.40,436.52,7.87,1.41
05 22 2016,437.48,440.81,440.99,435.10,7.24,-0.76
05 21 2016,440.81,441.57,442.16,436.98,6.22,-0.17
05 20 2016,441.57,434.55,443.14,433.01,14.29,1.51
05 19 2016,435.00,453.52,454.70,433.01,30.35,-4.08
05 18 2016,453.51,453.24,456.89,451.53,7.16,0.06
05 17 2016,453.24,453.00,454.91,451.03,7.63,0.05
05 16 2016,453.00,457.89,458.95,451.01,8.77,-1.07
05 15 2016,457.89,455.80,460.67,454.71,5.64,0.46
05 14 2016,455.80,455.76,458.50,454.10,3.61,0.01
05 13 2016,455.77,455.01,457.49,452.00,7.13,0.17
05 12 2016,455.00,452.28,456.10,445.94,18.08,0.60
05 11 2016,452.28,450.70,454.67,450.05,8.03,0.35
05 10 2016,450.70,461.56,464.00,446.17,22.57,-2.35
05 09 2016,461.56,459.87,465.40,457.80,15.12,0.37
05 08 2016,459.87,460.20,461.62,456.04,6.45,-0.07
05 07 2016,460.20,461.18,463.03,458.30,7.81,-0.21
05 06 2016,461.18,448.40,465.00,448.00,26.54,2.85
05 05 2016,448.40,447.38,450.43,446.15,10.79,0.23
05 04 2016,447.38,450.39,450.98,445.08,7.05,-0.67
05 03 2016,450.39,443.73,452.00,440.10,12.16,1.50
05 02 2016,443.73,451.12,452.50,436.01,29.74,-1.64
05 01 2016,451.11,446.60,452.95,445.69,3.90,1.01
04 30 2016,446.60,455.32,455.98,445.07,10.58,-1.92
04 29 2016,455.32,450.46,457.38,445.80,13.42,1.08
04 28 2016,450.46,444.85,450.83,435.01,25.33,1.21
04 27 2016,445.09,468.14,469.72,443.42,40.28,-4.92
04 26 2016,468.14,461.77,471.99,461.77,18.72,1.38
04 25 2016,461.77,463.02,471.58,455.00,25.90,-0.27
04 24 2016,463.01,453.69,464.98,450.20,24.13,2.05
04 23 2016,453.69,447.80,454.60,445.67,10.16,1.32
04 22 2016,447.80,452.26,453.15,444.55,12.21,-0.94
04 21 2016,452.03,443.93,454.50,442.27,17.83,1.82
04 20 2016,443.95,437.81,446.49,436.60,21.25,1.41
04 19 2016,437.76,430.03,439.00,428.55,12.05,1.80
04 18 2016,430.04,428.51,430.91,426.52,7.58,0.36
04 17 2016,428.51,432.52,433.49,426.37,8.48,-0.82
04 16 2016,432.04,431.48,435.67,430.47,7.71,0.13
04 15 2016,431.48,426.01,432.43,426.01,15.84,1.28
04 14 2016,426.01,424.75,426.44,424.02,4.13,0.30
04 13 2016,424.75,426.59,427.68,423.00,6.67,-0.43
04 12 2016,426.59,423.74,430.00,423.70,14.77,0.67
04 11 2016,423.74,421.32,423.88,418.80,6.40,0.57
04 10 2016,421.32,418.47,422.82,417.49,4.25,0.68
04 09 2016,418.47,418.50,418.76,412.00,6.33,-0.01
04 08 2016,418.50,422.28,424.48,415.50,9.85,-0.90
04 07 2016,422.28,422.57,422.86,417.78,7.73,-0.07
04 06 2016,422.57,423.75,424.48,421.69,5.68,-0.28
04 05 2016,423.75,420.46,424.57,419.61,7.26,0.78
04 04 2016,420.46,420.60,421.20,416.25,5.75,-0.03
04 03 2016,420.60,420.30,421.73,417.56,4.25,0.07
04 02 2016,420.30,417.90,422.80,417.53,6.12,0.66
04 01 2016,417.56,416.02,417.60,414.00,5.41,0.37
03 31 2016,416.02,413.20,418.25,413.04,7.27,0.68
03 30 2016,413.20,416.00,416.00,408.58,9.04,-0.63
03 29 2016,415.81,424.06,426.41,407.50,23.30,-1.95
03 28 2016,424.06,427.37,427.98,422.40,9.25,-0.77
03 27 2016,427.37,416.71,430.95,415.79,22.33,2.56
03 26 2016,416.71,416.00,418.74,414.51,5.04,0.17
03 25 2016,416.00,415.30,417.03,413.03,3.69,0.17
03 24 2016,415.30,418.12,418.12,414.00,7.56,-0.67
03 23 2016,418.12,417.70,419.72,415.83,7.19,0.10
03 22 2016,417.69,411.88,418.68,409.88,10.20,1.41
03 21 2016,411.88,411.25,412.14,406.00,7.82,0.15
03 20 2016,411.25,408.41,412.97,407.92,5.66,0.70
03 19 2016,408.41,407.70,410.73,404.00,8.96,0.17
03 18 2016,407.70,418.75,418.86,403.01,21.09,-2.64
03 17 2016,418.75,417.28,420.60,416.67,8.31,0.35
03 16 2016,417.28,415.50,418.00,413.96,7.07,0.43
03 15 2016,415.50,415.91,418.81,412.78,9.63,-0.12
03 14 2016,415.99,411.87,417.85,411.83,9.21,1.01
03 13 2016,411.82,410.01,416.00,410.00,7.63,0.44
03 12 2016,410.01,420.47,421.81,406.46,17.02,-2.49
03 11 2016,420.49,416.51,423.60,415.50,15.46,0.96
03 10 2016,416.51,413.05,417.17,410.70,13.71,0.86
03 09 2016,412.94,411.35,414.50,407.76,9.03,0.39
03 08 2016,411.35,412.62,415.90,406.00,10.23,-0.33
03 07 2016,412.70,403.75,415.30,401.60,15.31,2.18
03 06 2016,403.91,397.36,409.50,392.02,19.71,1.65
03 05 2016,397.36,408.82,410.14,389.74,46.95,-2.80
03 04 2016,408.82,420.56,423.99,407.66,21.75,-2.79
03 03 2016,420.56,422.09,424.43,416.40,20.87,-0.39
03 02 2016,422.22,434.82,436.31,421.12,16.46,-2.90
03 01 2016,434.82,439.16,442.79,428.50,19.63,-0.99
02 29 2016,439.16,434.45,444.79,430.51,20.40,1.08
02 28 2016,434.47,434.21,437.77,422.10,19.86,0.06
02 27 2016,434.21,435.49,437.97,431.81,11.59,-0.25
02 26 2016,435.31,424.88,435.31,419.97,18.85,2.45
02 25 2016,424.88,426.36,429.95,419.50,13.60,-0.35
02 24 2016,426.36,421.40,427.48,410.69,22.43,1.24
02 23 2016,421.13,440.25,442.64,416.27,32.43,-4.35
02 22 2016,440.27,440.49,442.48,433.44,16.34,-0.05
02 21 2016,440.48,438.70,451.24,428.26,43.01,0.41
02 20 2016,438.70,419.77,445.02,419.72,47.48,4.45
02 19 2016,419.99,421.50,422.54,412.00,13.26,-0.36
02 18 2016,421.50,414.88,426.01,413.08,25.23,1.60
02 17 2016,414.86,407.27,421.74,405.32,30.40,1.86
02 16 2016,407.27,399.90,408.76,398.66,13.99,1.84
02 15 2016,399.90,408.30,412.50,395.35,30.13,-2.06
02 14 2016,408.30,392.99,408.66,392.97,29.47,3.90
02 13 2016,392.99,382.94,393.00,382.56,14.73,2.61
02 12 2016,382.98,377.99,383.53,377.09,10.15,1.32
02 11 2016,378.00,380.90,383.00,372.25,14.52,-0.76
02 10 2016,380.89,374.31,386.52,373.13,33.67,1.85
02 09 2016,373.97,370.49,377.60,370.28,9.08,0.94
02 08 2016,370.49,372.01,376.74,369.10,16.88,-0.41
02 07 2016,372.01,373.71,377.78,369.20,13.06,-0.47
02 06 2016,373.75,386.54,386.54,366.44,40.20,-3.31
02 05 2016,386.54,389.80,392.57,384.50,16.90,-0.84
02 04 2016,389.80,368.98,393.89,368.65,37.34,5.64
02 03 2016,368.98,372.90,373.97,366.00,13.20,-1.05
02 02 2016,372.90,371.42,374.75,369.90,10.44,0.40
02 01 2016,371.42,365.52,378.96,363.26,24.84,1.62
01 31 2016,365.50,376.96,378.90,362.57,14.85,-3.04
01 30 2016,376.96,377.62,380.50,374.00,10.50,-0.18
01 29 2016,377.63,378.39,385.31,360.23,62.20,-0.20
01 28 2016,378.39,394.70,395.48,375.61,25.03,-4.20
01 27 2016,394.97,391.32,396.99,389.66,8.54,0.93
01 26 2016,391.32,390.96,398.00,387.48,13.32,0.09
01 25 2016,390.98,402.77,402.77,384.00,22.66,-2.93
01 24 2016,402.77,385.57,407.02,385.10,23.22,4.46
01 23 2016,385.57,380.96,394.00,379.85,21.47,1.21
01 22 2016,380.96,411.00,411.19,371.33,62.21,-7.31
01 21 2016,411.00,419.55,424.57,405.02,29.03,-2.01
01 20 2016,419.41,378.93,427.98,375.01,82.80,10.67
01 19 2016,378.96,387.04,388.35,377.44,17.19,-2.09
01 18 2016,387.04,382.02,389.43,375.11,19.55,1.30
01 17 2016,382.07,388.44,392.79,378.82,20.63,-1.63
01 16 2016,388.42,359.02,392.40,353.21,74.07,8.24
01 15 2016,358.85,429.25,429.43,358.00,123.88,-16.40
01 14 2016,429.25,431.08,434.91,426.03,13.30,-0.42
01 13 2016,431.08,432.04,436.36,416.37,33.24,-0.22
01 12 2016,432.05,449.26,449.63,429.34,20.66,-3.83
01 11 2016,449.26,449.35,452.47,443.59,14.81,-0.02
01 10 2016,449.35,449.23,450.26,441.01,13.75,0.03
01 09 2016,449.23,454.00,456.01,447.46,8.76,-1.05
01 08 2016,454.00,458.78,465.00,446.75,30.45,-1.10
01 07 2016,459.05,428.89,461.89,427.11,55.66,7.26
01 06 2016,427.99,431.84,432.17,425.03,8.74,-0.89
01 05 2016,431.84,432.90,434.91,428.22,11.22,-0.24
01 04 2016,432.90,428.64,435.67,426.97,13.02,0.99
01 03 2016,428.66,432.70,433.07,422.00,19.18,-0.93
01 02 2016,432.70,433.98,435.79,430.00,6.38,-0.29
01 01 2016,433.98,429.02,436.49,426.26,12.97,1.16
12 31 2015,429.02,424.70,432.57,412.53,21.49,1.02
12 30 2015,424.70,431.79,434.00,420.00,22.10,-1.66
12 29 2015,431.85,420.11,432.20,418.03,22.02,2.76
12 28 2015,420.24,422.32,429.00,417.02,24.27,-0.50
12 27 2015,422.37,416.51,424.89,407.00,27.80,1.41
12 26 2015,416.51,455.47,459.31,405.55,96.51,-8.55
12 25 2015,455.47,456.13,459.99,445.86,15.14,-0.14
12 24 2015,456.13,442.62,459.05,442.45,20.08,3.05
12 23 2015,442.62,435.65,445.76,434.61,16.26,1.60
12 22 2015,435.65,437.52,443.62,433.45,18.50,-0.52
12 21 2015,437.93,442.62,445.90,424.89,43.21,-1.06
12 20 2015,442.62,462.44,462.70,431.75,46.39,-4.29
12 19 2015,462.46,463.52,466.99,452.81,21.14,-0.23
12 18 2015,463.52,455.57,466.60,452.01,27.21,1.68
12 17 2015,455.84,454.95,458.50,446.29,17.77,0.20
12 16 2015,454.95,466.01,467.00,440.02,67.34,-2.48
12 15 2015,466.50,442.59,466.98,442.51,41.00,5.40
12 14 2015,442.59,432.51,448.15,427.62,27.33,2.21
12 13 2015,433.00,435.61,443.81,418.30,33.60,-0.61
12 12 2015,435.67,457.00,475.00,404.39,106.47,-4.52
12 11 2015,456.28,414.94,457.00,414.80,72.67,9.96
12 10 2015,414.94,418.73,421.00,411.20,21.39,-0.91
12 09 2015,418.73,422.00,426.05,406.50,53.65,-0.49
12 08 2015,420.78,396.70,421.44,388.39,30.42,6.07
12 07 2015,396.70,390.60,403.81,384.86,35.18,1.56
12 06 2015,390.60,390.01,406.77,386.01,57.86,0.15
12 05 2015,390.00,363.17,394.00,362.24,45.80,7.39
12 04 2015,363.17,360.53,364.37,354.31,14.64,0.68
12 03 2015,360.73,359.12,371.10,352.86,27.46,0.44
12 02 2015,359.14,362.68,363.13,346.16,31.55,-0.98
12 01 2015,362.68,376.88,379.99,353.24,44.10,-3.77
11 30 2015,376.88,373.89,384.51,369.97,47.64,0.96
11 29 2015,373.29,358.60,376.00,355.62,25.47,4.06
11 28 2015,358.71,358.90,362.12,351.16,19.34,-0.05
11 27 2015,358.90,354.00,366.70,348.18,35.90,1.39
11 26 2015,353.99,329.85,369.08,329.35,80.51,7.32
11 25 2015,329.85,320.10,331.03,316.05,20.61,3.05
11 24 2015,320.10,323.63,323.76,315.84,9.62,-1.09
11 23 2015,323.63,324.67,327.01,320.91,7.81,-0.32
11 22 2015,324.66,327.84,327.85,320.36,7.34,-0.88
11 21 2015,327.55,322.20,329.03,318.95,10.33,1.66
11 20 2015,322.20,326.49,326.77,309.46,30.09,-1.32
11 19 2015,326.50,335.94,336.39,324.45,18.95,-2.81
11 18 2015,335.95,336.29,338.80,328.10,15.61,-0.10
11 17 2015,336.29,332.10,342.50,331.05,27.34,1.25
11 16 2015,332.14,320.52,335.00,315.22,25.78,3.45
11 15 2015,321.07,333.37,336.39,315.00,31.61,-3.70
11 14 2015,333.40,338.53,340.72,329.00,20.32,-1.52
11 13 2015,338.54,337.61,343.57,326.22,30.12,0.59
11 12 2015,336.57,314.25,346.20,314.14,57.48,7.19
11 11 2015,314.00,340.20,343.60,300.78,116.71,-7.70
11 10 2015,340.20,381.10,383.40,327.02,89.42,-10.71
11 09 2015,381.01,374.11,388.84,360.90,38.12,1.87
11 08 2015,374.00,384.87,390.32,365.74,30.58,-2.76
11 07 2015,384.61,375.56,392.23,371.74,34.27,2.41
11 06 2015,375.56,387.94,396.70,351.50,106.74,-3.20
11 05 2015,387.96,409.23,449.12,371.00,157.82,-5.20
11 04 2015,409.24,405.00,503.39,366.66,274.85,0.97
11 03 2015,405.29,365.33,423.88,361.88,171.37,11.04
11 02 2015,365.00,330.23,372.48,326.80,70.99,10.38
11 01 2015,330.69,316.00,333.49,313.60,25.68,4.65
10 31 2015,316.00,328.20,335.43,307.20,42.94,-3.71
10 30 2015,328.19,314.88,336.00,313.82,62.92,4.23
10 29 2015,314.88,304.50,321.15,301.51,51.16,3.41
10 28 2015,304.50,295.29,307.99,295.29,35.57,3.16
10 27 2015,295.17,287.22,298.68,287.11,26.75,2.77
10 26 2015,287.22,284.70,287.86,282.25,17.19,0.85
10 25 2015,284.79,284.19,295.99,281.20,43.57,0.21
10 24 2015,284.19,279.21,284.47,279.00,13.33,1.78
10 23 2015,279.21,275.83,280.90,275.15,15.81,1.23
10 22 2015,275.83,267.80,279.96,267.30,27.29,3.00
10 21 2015,267.80,270.99,272.27,264.12,10.60,-1.17
10 20 2015,270.97,265.10,273.90,264.46,14.40,2.23
10 19 2015,265.05,265.01,268.28,262.39,10.98,0.00
10 18 2015,265.04,272.90,274.65,263.32,15.65,-2.89
10 17 2015,272.94,263.45,275.12,258.32,42.83,3.59
10 16 2015,263.47,255.19,267.83,254.92,21.91,3.24
10 15 2015,255.19,253.50,257.49,253.44,10.47,0.65
10 14 2015,253.54,251.25,255.93,250.10,10.29,0.91
10 13 2015,251.25,246.17,253.40,244.08,16.63,2.10
10 12 2015,246.09,247.99,248.45,245.37,5.15,-0.74
10 11 2015,247.92,246.01,248.71,244.83,4.87,0.78
10 10 2015,246.01,244.82,246.40,243.56,4.20,0.49
10 09 2015,244.82,243.00,245.45,242.63,3.64,0.76
10 08 2015,242.97,244.00,245.63,242.62,5.98,-0.50
10 07 2015,244.20,247.36,247.93,243.50,8.75,-1.28
10 06 2015,247.36,242.00,249.01,241.51,16.29,2.21
10 05 2015,242.01,239.50,242.67,237.21,12.26,1.05
10 04 2015,239.50,239.79,240.93,239.30,2.04,-0.12
10 03 2015,239.79,237.86,241.11,237.68,6.22,0.81
10 02 2015,237.86,238.48,240.00,237.33,5.61,-0.26
10 01 2015,238.48,236.49,240.09,236.20,6.11,0.84
09 30 2015,236.49,236.80,238.78,235.12,5.21,-0.13
09 29 2015,236.80,240.43,241.50,236.61,9.41,-1.51
09 28 2015,240.43,233.37,241.42,233.37,12.49,3.03
09 27 2015,233.37,234.63,234.78,233.06,2.61,-0.54
09 26 2015,234.63,235.26,235.91,233.80,4.80,-0.27
09 25 2015,235.26,234.65,237.64,233.05,9.87,0.26
09 24 2015,234.65,230.54,236.25,230.54,15.50,1.78
09 23 2015,230.54,231.11,232.98,230.03,5.70,-0.32
09 22 2015,231.27,227.22,233.25,224.49,18.74,1.78
09 21 2015,227.22,232.12,232.96,226.38,9.26,-2.11
09 20 2015,232.12,232.09,233.22,231.40,3.48,0.01
09 19 2015,232.09,233.78,234.18,231.43,4.96,-0.72
09 18 2015,233.78,233.61,236.20,232.53,8.68,0.07
09 17 2015,233.61,228.99,235.70,228.99,11.26,2.02
09 16 2015,228.99,230.93,232.12,227.35,8.81,-0.84
09 15 2015,230.93,230.89,232.93,229.51,6.85,0.02
09 14 2015,230.89,230.96,233.78,228.41,9.71,-0.03
09 13 2015,230.96,235.77,236.85,228.95,12.44,-2.04
09 12 2015,235.77,240.60,241.00,235.33,9.85,-2.01
09 11 2015,240.60,239.49,242.87,239.40,7.12,0.46
09 10 2015,239.49,238.95,241.90,237.01,10.81,0.23
09 09 2015,238.95,244.20,245.57,238.50,14.37,-2.15
09 08 2015,244.20,240.85,247.68,240.27,16.34,1.39
09 07 2015,240.85,240.97,243.00,239.03,6.95,-0.05
09 06 2015,240.97,235.84,246.54,235.50,20.52,2.18
09 05 2015,235.84,230.89,239.71,230.01,12.20,2.14
09 04 2015,230.89,227.25,231.62,227.08,10.81,1.60
09 03 2015,227.25,229.71,229.88,226.24,6.91,-1.07
09 02 2015,229.71,228.24,231.76,226.52,9.01,0.64
09 01 2015,228.24,231.35,232.33,226.57,9.83,-1.34
08 31 2015,231.35,229.99,233.69,225.31,11.02,0.59
08 30 2015,229.99,230.75,233.49,225.76,8.70,-0.33
08 29 2015,230.75,231.83,233.94,227.16,10.10,-0.47
08 28 2015,231.83,225.80,237.31,220.15,27.31,2.67
08 27 2015,225.80,226.12,229.22,224.00,11.63,-0.18
08 26 2015,226.21,222.66,232.18,220.11,23.85,1.59
08 25 2015,222.66,210.50,227.89,198.00,69.53,5.78
08 24 2015,210.50,228.10,228.64,208.53,53.50,-7.89
08 23 2015,228.53,230.27,232.88,225.59,12.01,-0.76
08 22 2015,230.27,232.17,234.63,221.97,20.89,-0.82
